Model,Encoded Chromosome
18,"[4, 40, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 4, 243, 1, 0, 4, 289, 0, 0, 4, 237, 3, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0]"
19,"[3, 0, 0, 0, 4, 448, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
20,"[6, 28, 1, 1, 7, 0, 0, 0, 3, 0, 0, 0, 2, 0, 0, 0, 6, 4, 1, 1, 0, 18, 1, 0, 4, 395, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 410, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
21,"[1, 4, 0, 0, 7, 0, 0, 0, 8, 2, 1, 0, 8, 2, 1, 0, 6, 4, 1, 1, 6, 6, 0, 1, 6, 8, 1, 1, 3, 0, 0, 0, 1, 4, 0, 0, 0, 14, 1, 3, 7, 0, 0, 0, 3, 0, 0, 0]"
22,"[8, 0, 2, 0, 0, 20, 0, 3, 7, 0, 0, 0, 6, 28, 1, 1, 6, 25, 1, 1, 2, 0, 0, 0, 7, 0, 0, 0, 6, 22, 0, 1, 7, 0, 0, 0, 7, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0]"
23,"[2, 1, 0, 0, 2, 1, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 1, 4, 0, 0, 2, 1, 0, 0, 7, 0, 0, 0, 6, 13, 0, 0, 1, 13, 0, 0, 3, 0, 0, 0, 6, 18, 0, 1]"
24,"[0, 31, 1, 1, 7, 0, 0, 0, 0, 28, 0, 1, 8, 3, 2, 0, 0, 20, 0, 3, 2, 0, 0, 0, 1, 4, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 4, 118, 3, 0, 4, 439, 3, 0]"
25,"[7, 0, 0, 0, 2, 0, 0, 0, 0, 9, 0, 0, 4, 405, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 355, 1, 0, 7, 0, 0, 0, 4, 82, 3, 0]"
26,"[4, 184, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 63, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0]"
27,"[8, 0, 1, 0, 2, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 7, 0, 0, 0, 2, 0, 0, 0, 3, 0, 0, 0, 0, 12, 0, 3, 4, 216, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 42, 3, 0]"
28,"[3, 0, 0, 0, 2, 0, 0, 0, 4, 347, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0]"
29,"[7, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 8, 1, 2, 0, 0, 24, 1, 0, 3, 0, 0, 0, 3, 0, 0, 0, 6, 21, 0, 0, 3, 0, 0, 0, 6, 19, 0, 0, 0, 4, 1, 0, 5, 0, 0, 0]"
30,"[1, 4, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 0, 10, 0, 0, 1, 10, 0, 0, 0, 12, 1, 1, 8, 3, 1, 0, 3, 0, 0, 0, 8, 3, 2, 0, 7, 0, 0, 0, 6, 7, 1, 1]"
31,"[3, 0, 0, 0, 1, 4, 0, 0, 8, 2, 1, 0, 2, 1, 0, 0, 4, 55, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 1, 4, 0, 0]"
32,"[7, 0, 0, 0, 4, 400, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 347, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
33,"[1, 4, 0, 0, 0, 7, 0, 3, 8, 1, 2, 0, 6, 20, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 1, 4, 0, 0, 2, 1, 0, 0, 6, 22, 0, 0, 4, 510, 0, 0]"
34,"[0, 29, 1, 0, 7, 0, 0, 0, 0, 11, 0, 0, 4, 114, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0]"
35,"[2, 0, 0, 0, 1, 4, 0, 0, 8, 2, 2, 0, 1, 4, 0, 0, 8, 2, 2, 0, 3, 0, 0, 0, 3, 0, 0, 0, 8, 1, 1, 0, 7, 0, 0, 0, 1, 4, 0, 0, 4, 42, 0, 0, 1, 4, 0, 0]"
36,"[2, 0, 0, 0, 6, 9, 0, 1, 4, 390, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 311, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
37,"[6, 8, 1, 1, 3, 0, 0, 0, 1, 4, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 8, 1, 1, 0]"
38,"[4, 511, 3, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 90, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
39,"[4, 328, 3, 0, 4, 441, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 4, 207, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
40,"[7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 0, 9, 1, 3, 7, 0, 0, 0, 1, 4, 0, 0, 6, 18, 0, 1, 4, 249, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
41,"[6, 22, 1, 0, 4, 384, 3, 0, 7, 0, 0, 0, 4, 503, 3, 0, 7, 0, 0, 0, 4, 270, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
42,"[4, 390, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 364, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
43,"[7, 0, 0, 0, 2, 1, 0, 0, 3, 0, 0, 0, 1, 4, 0, 0, 1, 4, 0, 0, 3, 0, 0, 0, 6, 29, 0, 0, 6, 19, 0, 0, 0, 27, 0, 1, 6, 5, 1, 3, 6, 28, 0, 1, 3, 0, 0, 0]"
44,"[7, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 2, 1, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 1, 4, 0, 0, 2, 1, 0, 0, 1, 4, 0, 0, 0, 28, 1, 0]"
45,"[0, 9, 1, 1, 8, 1, 1, 0, 0, 24, 1, 1, 2, 1, 0, 0, 2, 1, 0, 0, 4, 477, 3, 0, 1, 4, 0, 0, 4, 33, 3, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
46,"[7, 0, 0, 0, 6, 13, 1, 3, 1, 13, 0, 0, 4, 453, 0, 0, 4, 155, 3, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 18, 3, 0]"
47,"[0, 15, 1, 0, 6, 29, 0, 1, 8, 2, 1, 0, 7, 0, 0, 0, 2, 1, 0, 0, 2, 1, 0, 0, 2, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 2, 0, 0, 0]"
48,"[4, 203, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 337, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0]"
49,"[8, 0, 1, 0, 4, 81, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 314, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
50,"[6, 23, 1, 1, 6, 9, 1, 3, 6, 21, 0, 3, 7, 0, 0, 0, 0, 30, 1, 1, 7, 0, 0, 0, 0, 24, 1, 3, 3, 0, 0, 0, 6, 12, 1, 0, 4, 338, 3, 0, 7, 0, 0, 0, 1, 4, 0, 0]"
51,"[5, 0, 0, 0, 4, 234, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 17, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 286, 1, 0, 4, 88, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
52,"[6, 23, 0, 0, 7, 0, 0, 0, 4, 352, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
53,"[3, 0, 0, 0, 6, 5, 0, 1, 7, 0, 0, 0, 0, 12, 1, 3, 6, 21, 1, 3, 1, 21, 0, 0, 0, 14, 1, 1, 1, 14, 0, 0, 6, 21, 1, 0, 4, 462, 1, 0, 7, 0, 0, 0, 4, 443, 0, 0]"
54,"[3, 0, 0, 0, 7, 0, 0, 0, 5, 0, 0, 0, 4, 54, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
55,"[7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 0, 5, 0, 3, 3, 0, 0, 0, 2, 1, 0, 0, 8, 2, 1, 0, 8, 3, 1, 0, 8, 3, 2, 0, 2, 1, 0, 0, 6, 28, 1, 0, 8, 2, 2, 0]"
56,"[7, 0, 0, 0, 8, 1, 1, 0, 7, 0, 0, 0, 6, 30, 0, 0, 4, 212, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 254, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
57,"[3, 0, 0, 0, 1, 4, 0, 0, 0, 12, 1, 0, 5, 0, 0, 0, 4, 460, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 219, 1, 0, 7, 0, 0, 0]"
58,"[7, 0, 0, 0, 2, 0, 0, 0, 6, 11, 0, 3, 3, 0, 0, 0, 6, 24, 0, 1, 4, 70, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 96, 3, 0, 1, 4, 0, 0]"
59,"[3, 0, 0, 0, 2, 0, 0, 0, 4, 24, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 233, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
60,"[4, 478, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 426, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 4, 283, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
61,"[7, 0, 0, 0, 2, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 4, 478, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
62,"[8, 0, 1, 0, 6, 7, 0, 1, 0, 17, 1, 0, 8, 1, 1, 0, 0, 29, 0, 3, 0, 27, 1, 3, 6, 7, 1, 0, 2, 0, 0, 0, 7, 0, 0, 0, 4, 223, 3, 0, 7, 0, 0, 0, 1, 4, 0, 0]"
63,"[6, 20, 1, 0, 0, 8, 0, 0, 6, 29, 0, 1, 1, 29, 0, 0, 1, 4, 0, 0, 8, 3, 1, 0, 7, 0, 0, 0, 8, 2, 2, 0, 4, 6, 3, 0, 4, 116, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
64,"[8, 0, 1, 0, 7, 0, 0, 0, 0, 12, 0, 0, 7, 0, 0, 0, 2, 0, 0, 0, 8, 3, 2, 0, 7, 0, 0, 0, 2, 1, 0, 0, 2, 1, 0, 0, 1, 4, 0, 0, 1, 4, 0, 0, 3, 0, 0, 0]"
65,"[2, 0, 0, 0, 6, 15, 1, 3, 3, 0, 0, 0, 2, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 2, 0, 0, 0, 3, 0, 0, 0, 8, 1, 1, 0, 8, 3, 1, 0, 4, 264, 1, 0, 7, 0, 0, 0]"
66,"[1, 4, 0, 0, 6, 9, 0, 1, 0, 14, 1, 0, 3, 0, 0, 0, 2, 0, 0, 0, 6, 4, 0, 3, 3, 0, 0, 0, 7, 0, 0, 0, 2, 0, 0, 0, 8, 2, 2, 0, 7, 0, 0, 0, 2, 1, 0, 0]"
67,"[3, 0, 0, 0, 5, 0, 0, 0, 4, 243, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0]"
68,"[0, 27, 0, 1, 6, 8, 1, 1, 0, 21, 0, 1, 6, 18, 0, 0, 3, 0, 0, 0, 8, 3, 2, 0, 4, 208, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
69,"[6, 23, 0, 3, 1, 23, 0, 0, 1, 4, 0, 0, 1, 4, 0, 0, 1, 4, 0, 0, 6, 26, 1, 3, 4, 258, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 303, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
70,"[0, 18, 1, 3, 3, 0, 0, 0, 6, 16, 1, 0, 0, 27, 1, 0, 5, 0, 0, 0, 7, 0, 0, 0, 8, 2, 2, 0, 1, 4, 0, 0, 7, 0, 0, 0, 4, 122, 3, 0, 7, 0, 0, 0, 1, 4, 0, 0]"
71,"[3, 0, 0, 0, 4, 22, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 167, 0, 0, 4, 511, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 400, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
72,"[2, 1, 0, 0, 7, 0, 0, 0, 8, 2, 1, 0, 3, 0, 0, 0, 2, 1, 0, 0, 1, 4, 0, 0, 2, 0, 0, 0, 4, 142, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
73,"[8, 0, 1, 0, 6, 27, 0, 3, 8, 2, 2, 0, 6, 21, 0, 1, 1, 21, 0, 0, 6, 12, 0, 3, 3, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 2, 1, 0, 0, 8, 2, 2, 0, 6, 12, 0, 3]"
74,"[7, 0, 0, 0, 0, 24, 1, 3, 4, 507, 3, 0, 4, 498, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 452, 1, 0]"
75,"[7, 0, 0, 0, 4, 261, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 483, 1, 0, 4, 2, 0, 0]"
76,"[6, 17, 0, 3, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 6, 5, 1, 3, 7, 0, 0, 0, 6, 19, 0, 1, 4, 484, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
77,"[6, 13, 0, 3, 1, 13, 0, 0, 4, 320, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 22, 3, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
78,"[7, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 4, 493, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 508, 3, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0]"
79,"[8, 0, 2, 0, 8, 1, 2, 0, 6, 4, 0, 3, 2, 1, 0, 0, 7, 0, 0, 0, 4, 181, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 164, 1, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
80,"[4, 282, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 297, 0, 0, 7, 0, 0, 0]"
81,"[8, 0, 1, 0, 3, 0, 0, 0, 4, 179, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 63, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
82,"[7, 0, 0, 0, 3, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 8, 3, 2, 0, 1, 4, 0, 0, 0, 25, 0, 1, 4, 8, 1, 0, 4, 143, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 125, 1, 0]"
83,"[2, 0, 0, 0, 2, 1, 0, 0, 3, 0, 0, 0, 0, 19, 0, 3, 6, 18, 0, 0, 8, 1, 1, 0, 6, 12, 1, 1, 7, 0, 0, 0, 3, 0, 0, 0, 8, 2, 1, 0, 3, 0, 0, 0, 6, 24, 1, 3]"
84,"[4, 122, 1, 0, 7, 0, 0, 0, 4, 316, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
85,"[4, 482, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 282, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
86,"[2, 1, 0, 0, 7, 0, 0, 0, 8, 1, 1, 0, 7, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 2, 1, 0, 0, 2, 0, 0, 0, 8, 2, 2, 0, 0, 18, 1, 0, 0, 9, 1, 3, 8, 2, 2, 0]"
87,"[8, 0, 2, 0, 1, 4, 0, 0, 8, 2, 2, 0, 2, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 1, 4, 0, 0, 2, 1, 0, 0, 7, 0, 0, 0, 0, 30, 0, 0, 2, 1, 0, 0]"
88,"[0, 14, 0, 1, 8, 1, 2, 0, 0, 12, 1, 0, 5, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
89,"[6, 12, 0, 0, 0, 5, 0, 0, 4, 432, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
90,"[7, 0, 0, 0, 6, 16, 1, 3, 7, 0, 0, 0, 3, 0, 0, 0, 8, 2, 1, 0, 4, 55, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0]"
