Model,Encoded Chromosome
11,"[1, 4, 0, 0, 2, 0, 0, 0, 3, 0, 0, 0, 6, 16, 4, 1, 7, 0, 0, 0, 0, 31, 0, 3, 8, 3, 1, 0, 0, 29, 0, 0, 8, 1, 1, 0, 7, 0, 0, 0, 0, 13, 1, 1, 7, 0, 0, 0]"
12,"[3, 0, 0, 0, 6, 30, 3, 1, 7, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 8, 3, 2, 0, 0, 29, 0, 1, 7, 0, 0, 0, 8, 1, 1, 0, 2, 1, 0, 0, 2, 0, 0, 0, 1, 4, 0, 0]"
13,"[8, 0, 2, 0, 6, 43, 1, 3, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 2, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 1, 4, 0, 0]"
14,"[3, 0, 0, 0, 2, 1, 0, 0, 7, 0, 0, 0, 6, 32, 4, 1, 7, 0, 0, 0, 4, 473, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 429, 0, 0, 1, 4, 0, 0, 1, 4, 0, 0]"
15,"[7, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 2, 1, 0, 0, 0, 5, 0, 1, 7, 0, 0, 0, 1, 4, 0, 0, 3, 0, 0, 0, 2, 1, 0, 0, 0, 7, 1, 3, 3, 0, 0, 0]"
16,"[3, 0, 0, 0, 6, 36, 4, 3, 7, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 3, 0, 0, 0, 4, 494, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
17,"[7, 0, 0, 0, 0, 22, 0, 0, 4, 266, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
18,"[0, 10, 0, 0, 4, 325, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 232, 0, 0]"
19,"[0, 12, 0, 1, 2, 1, 0, 0, 8, 1, 2, 0, 1, 4, 0, 0, 4, 116, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
20,"[8, 0, 2, 0, 0, 7, 1, 0, 4, 254, 1, 0, 7, 0, 0, 0, 4, 2, 3, 0, 7, 0, 0, 0, 4, 110, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
21,"[3, 0, 0, 0, 3, 0, 0, 0, 6, 36, 4, 1, 3, 0, 0, 0, 1, 4, 0, 0, 8, 2, 2, 0, 2, 1, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 0, 20, 1, 1, 5, 0, 0, 0]"
22,"[7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 0, 10, 1, 1, 2, 0, 0, 0, 0, 6, 1, 3, 6, 56, 1, 3, 0, 14, 0, 1, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 5, 0, 0, 0]"
23,"[2, 1, 0, 0, 0, 9, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 4, 164, 1, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 1, 4, 0, 0]"
24,"[4, 317, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
25,"[5, 0, 0, 0, 4, 222, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 218, 0, 0, 4, 85, 3, 0, 4, 120, 1, 0, 7, 0, 0, 0, 4, 82, 0, 0, 7, 0, 0, 0]"
26,"[3, 0, 0, 0, 2, 1, 0, 0, 0, 26, 0, 0, 4, 34, 3, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
27,"[0, 27, 0, 0, 3, 0, 0, 0, 1, 4, 0, 0, 2, 1, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 2, 1, 0, 0, 4, 332, 3, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0]"
28,"[6, 24, 4, 1, 0, 17, 0, 3, 2, 0, 0, 0, 0, 23, 0, 3, 0, 19, 1, 3, 1, 19, 0, 0, 1, 4, 0, 0, 1, 4, 0, 0, 2, 1, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
29,"[4, 80, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
30,"[8, 0, 1, 0, 1, 4, 0, 0, 2, 1, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 6, 56, 4, 0, 2, 1, 0, 0, 3, 0, 0, 0, 4, 365, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
31,"[2, 1, 0, 0, 1, 4, 0, 0, 8, 2, 1, 0, 7, 0, 0, 0, 0, 13, 0, 0, 0, 10, 1, 3, 0, 17, 0, 1, 2, 1, 0, 0, 7, 0, 0, 0, 8, 1, 2, 0, 7, 0, 0, 0, 1, 4, 0, 0]"
32,"[0, 10, 0, 3, 2, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 6, 54, 1, 0, 1, 54, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 4, 106, 3, 0, 4, 479, 3, 0, 4, 471, 1, 0, 7, 0, 0, 0]"
33,"[3, 0, 0, 0, 0, 12, 1, 1, 1, 12, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0]"
34,"[7, 0, 0, 0, 5, 0, 0, 0, 4, 72, 1, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 479, 3, 0, 4, 207, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0]"
35,"[3, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 4, 163, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
36,"[1, 4, 0, 0, 0, 16, 1, 0, 4, 299, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 140, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
37,"[7, 0, 0, 0, 1, 4, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 8, 1, 1, 0, 7, 0, 0, 0, 6, 12, 4, 0, 7, 0, 0, 0, 8, 3, 2, 0, 7, 0, 0, 0, 1, 4, 0, 0, 5, 0, 0, 0]"
38,"[6, 40, 4, 0, 2, 0, 0, 0, 7, 0, 0, 0, 2, 1, 0, 0, 2, 1, 0, 0, 8, 1, 1, 0, 7, 0, 0, 0, 8, 1, 1, 0, 2, 1, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 8, 3, 1, 0]"
39,"[1, 4, 0, 0, 3, 0, 0, 0, 2, 1, 0, 0, 7, 0, 0, 0, 6, 32, 4, 3, 2, 0, 0, 0, 4, 178, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0]"
40,"[6, 24, 4, 1, 3, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 2, 1, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 11, 1, 0, 7, 0, 0, 0]"
41,"[7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 8, 1, 1, 0, 3, 0, 0, 0, 7, 0, 0, 0, 4, 40, 1, 0, 7, 0, 0, 0, 4, 150, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
42,"[7, 0, 0, 0, 0, 6, 1, 3, 3, 0, 0, 0, 1, 4, 0, 0, 6, 4, 4, 0, 1, 4, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 4, 196, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
43,"[8, 0, 2, 0, 3, 0, 0, 0, 7, 0, 0, 0, 0, 10, 0, 1, 0, 31, 0, 3, 3, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 0, 24, 0, 3, 7, 0, 0, 0, 4, 62, 3, 0, 4, 343, 0, 0]"
44,"[7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 6, 16, 4, 3]"
45,"[7, 0, 0, 0, 2, 0, 0, 0, 8, 2, 2, 0, 0, 8, 1, 1, 7, 0, 0, 0, 8, 1, 1, 0, 4, 264, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
46,"[1, 4, 0, 0, 0, 29, 1, 1, 4, 228, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 4, 2, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
47,"[7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 4, 493, 3, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 4, 71, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 238, 0, 0]"
48,"[8, 0, 1, 0, 5, 0, 0, 0, 4, 198, 3, 0, 7, 0, 0, 0, 4, 196, 1, 0, 4, 374, 1, 0, 7, 0, 0, 0, 4, 483, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
49,"[4, 206, 3, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 135, 0, 0, 7, 0, 0, 0, 4, 53, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 367, 3, 0, 7, 0, 0, 0]"
50,"[2, 0, 0, 0, 8, 1, 1, 0, 7, 0, 0, 0, 5, 0, 0, 0, 4, 291, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 1, 4, 0, 0, 4, 249, 3, 0]"
51,"[2, 0, 0, 0, 6, 4, 4, 1, 7, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 8, 2, 2, 0, 0, 19, 0, 3, 1, 19, 0, 0, 1, 4, 0, 0, 1, 4, 0, 0, 4, 206, 1, 0, 7, 0, 0, 0]"
52,"[5, 0, 0, 0, 4, 2, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 469, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
53,"[6, 12, 4, 0, 7, 0, 0, 0, 8, 1, 1, 0, 4, 435, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
54,"[7, 0, 0, 0, 0, 7, 1, 1, 1, 7, 0, 0, 4, 120, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
55,"[2, 0, 0, 0, 4, 268, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
56,"[8, 0, 1, 0, 8, 1, 1, 0, 2, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 2, 1, 0, 0, 8, 3, 1, 0, 8, 1, 2, 0, 2, 1, 0, 0, 7, 0, 0, 0, 6, 16, 4, 3, 1, 16, 0, 0]"
57,"[8, 0, 1, 0, 2, 1, 0, 0, 4, 413, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 357, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
58,"[4, 414, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 44, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
59,"[1, 4, 0, 0, 4, 395, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 379, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
60,"[2, 1, 0, 0, 2, 0, 0, 0, 7, 0, 0, 0, 2, 1, 0, 0, 1, 4, 0, 0, 1, 4, 0, 0, 4, 383, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 434, 3, 0, 7, 0, 0, 0]"
61,"[6, 56, 4, 3, 7, 0, 0, 0, 7, 0, 0, 0, 0, 10, 1, 0, 8, 1, 1, 0, 4, 10, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
62,"[8, 0, 1, 0, 0, 10, 0, 1, 0, 21, 1, 3, 1, 21, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 0, 29, 0, 1, 4, 353, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
63,"[1, 4, 0, 0, 4, 368, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 486, 1, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 4, 40, 1, 0, 7, 0, 0, 0, 1, 4, 0, 0]"
64,"[1, 4, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 8, 3, 1, 0, 1, 4, 0, 0]"
65,"[6, 52, 4, 3, 7, 0, 0, 0, 0, 7, 0, 0, 4, 251, 1, 0, 4, 349, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 106, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
66,"[6, 36, 4, 3, 7, 0, 0, 0, 8, 1, 2, 0, 4, 460, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 60, 1, 0]"
67,"[6, 21, 3, 3, 4, 63, 3, 0, 7, 0, 0, 0, 1, 4, 0, 0, 4, 252, 3, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0]"
68,"[4, 332, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
69,"[0, 21, 1, 1, 1, 21, 0, 0, 3, 0, 0, 0, 2, 1, 0, 0, 4, 66, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 4, 480, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
70,"[6, 27, 3, 3, 2, 1, 0, 0, 8, 1, 1, 0, 1, 4, 0, 0, 1, 4, 0, 0, 4, 393, 1, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 4, 447, 1, 0, 7, 0, 0, 0]"
71,"[6, 32, 4, 1, 8, 1, 2, 0, 8, 2, 2, 0, 4, 47, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
72,"[5, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 8, 3, 2, 0, 7, 0, 0, 0, 7, 0, 0, 0, 8, 1, 1, 0, 3, 0, 0, 0, 7, 0, 0, 0, 8, 2, 1, 0, 1, 4, 0, 0]"
73,"[7, 0, 0, 0, 0, 18, 0, 0, 6, 57, 3, 0, 7, 0, 0, 0, 8, 1, 2, 0, 8, 2, 1, 0, 7, 0, 0, 0, 2, 1, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 8, 3, 1, 0, 7, 0, 0, 0]"
74,"[6, 36, 4, 1, 4, 163, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
75,"[8, 0, 2, 0, 8, 1, 1, 0, 1, 4, 0, 0, 8, 1, 2, 0, 1, 4, 0, 0, 1, 4, 0, 0, 4, 21, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0]"
76,"[7, 0, 0, 0, 6, 60, 4, 3, 2, 1, 0, 0, 2, 0, 0, 0, 0, 11, 1, 3, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 0, 9, 0, 0, 4, 138, 3, 0, 7, 0, 0, 0]"
77,"[7, 0, 0, 0, 1, 4, 0, 0, 3, 0, 0, 0, 6, 22, 1, 3, 7, 0, 0, 0, 0, 11, 0, 0, 4, 399, 3, 0, 7, 0, 0, 0, 1, 4, 0, 0, 4, 233, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0]"
78,"[7, 0, 0, 0, 1, 4, 0, 0, 0, 20, 1, 3, 1, 20, 0, 0, 6, 21, 3, 3, 2, 1, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 4, 263, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
79,"[3, 0, 0, 0, 2, 1, 0, 0, 8, 2, 1, 0, 7, 0, 0, 0, 2, 0, 0, 0, 1, 4, 0, 0, 4, 238, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
80,"[1, 4, 0, 0, 6, 8, 4, 3, 2, 0, 0, 0, 8, 1, 2, 0, 1, 4, 0, 0, 1, 4, 0, 0, 3, 0, 0, 0, 4, 265, 0, 0, 7, 0, 0, 0, 4, 311, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
81,"[0, 8, 0, 3, 0, 5, 1, 0, 0, 25, 0, 1, 3, 0, 0, 0, 6, 52, 4, 1, 7, 0, 0, 0, 2, 1, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 0, 7, 1, 0, 1, 7, 0, 0, 0, 26, 0, 3]"
82,"[4, 128, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 133, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
83,"[8, 0, 2, 0, 7, 0, 0, 0, 0, 4, 0, 3, 3, 0, 0, 0, 8, 2, 1, 0, 7, 0, 0, 0, 8, 2, 1, 0, 0, 31, 1, 0, 8, 3, 2, 0, 7, 0, 0, 0, 2, 1, 0, 0, 8, 2, 2, 0]"
84,"[7, 0, 0, 0, 2, 0, 0, 0, 4, 167, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
85,"[0, 18, 0, 3, 2, 0, 0, 0, 3, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 8, 2, 2, 0, 0, 17, 0, 1, 7, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 6, 8, 4, 1]"
86,"[7, 0, 0, 0, 8, 1, 2, 0, 7, 0, 0, 0, 2, 1, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 6, 4, 4, 3, 1, 4, 0, 0, 8, 2, 1, 0, 8, 2, 2, 0, 3, 0, 0, 0, 7, 0, 0, 0]"
87,"[0, 25, 1, 3, 7, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 8, 1, 2, 0, 6, 12, 4, 3, 7, 0, 0, 0, 3, 0, 0, 0, 2, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 8, 2, 1, 0]"
88,"[0, 25, 0, 3, 6, 45, 3, 1, 1, 45, 0, 0, 2, 1, 0, 0, 0, 16, 1, 3, 3, 0, 0, 0, 2, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 2, 1, 0, 0, 5, 0, 0, 0]"
89,"[2, 0, 0, 0, 0, 31, 1, 0, 1, 31, 0, 0, 2, 1, 0, 0, 3, 0, 0, 0, 2, 0, 0, 0, 7, 0, 0, 0, 2, 0, 0, 0, 8, 1, 2, 0, 1, 4, 0, 0, 7, 0, 0, 0, 0, 25, 1, 0]"
90,"[3, 0, 0, 0, 4, 159, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 23, 1, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
91,"[4, 28, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 4, 77, 0, 0]"
92,"[7, 0, 0, 0, 1, 4, 0, 0, 1, 4, 0, 0, 8, 3, 1, 0, 4, 413, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
93,"[8, 0, 2, 0, 0, 20, 1, 0, 7, 0, 0, 0, 1, 4, 0, 0, 4, 245, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 4, 83, 3, 0, 7, 0, 0, 0]"
