Model,Encoded Chromosome
32,"[4, 3, 0, 0, 6, 11, 1, 0, 0, 14, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 0, 4, 1, 0, 1, 0, 0, 0, 6, 13, 0, 0, 1, 0, 0, 0, 6, 8, 1, 0, 2, 0, 0, 0, 5, 0, 0, 0]"
33,"[0, 11, 0, 0, 4, 39, 0, 0, 4, 117, 0, 0, 1, 0, 0, 0, 4, 3, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 7, 0, 0, 0, 2, 1, 0, 0, 3, 0, 0, 0, 0, 15, 0, 0, 0, 4, 0, 0]"
34,"[5, 0, 0, 0, 2, 0, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 2, 0, 0, 0, 6, 9, 0, 0, 2, 0, 0, 0, 5, 0, 0, 0, 0, 4, 0, 0, 7, 0, 0, 0]"
35,"[8, 2, 2, 0, 1, 0, 0, 0, 8, 3, 2, 0, 0, 14, 1, 0, 4, 50, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 6, 12, 0, 0, 4, 102, 0, 0, 6, 5, 0, 0, 6, 9, 1, 0, 0, 6, 0, 0]"
36,"[7, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 8, 2, 2, 0, 3, 0, 0, 0, 0, 12, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 6, 14, 1, 0, 0, 6, 0, 0]"
37,"[6, 13, 1, 0, 5, 0, 0, 0, 8, 2, 2, 0, 6, 11, 1, 0, 2, 1, 0, 0, 6, 12, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 0, 12, 1, 0, 2, 1, 0, 0, 2, 1, 0, 0, 4, 39, 0, 0]"
38,"[4, 20, 0, 0, 8, 1, 2, 0, 3, 0, 0, 0, 0, 13, 0, 0, 6, 6, 1, 0, 2, 1, 0, 0, 7, 0, 0, 0, 4, 59, 0, 0, 8, 2, 1, 0, 6, 13, 1, 0, 7, 0, 0, 0, 4, 33, 0, 0]"
39,"[7, 0, 0, 0, 2, 1, 0, 0, 0, 13, 1, 0, 8, 3, 2, 0, 5, 0, 0, 0, 5, 0, 0, 0, 8, 3, 2, 0, 2, 1, 0, 0, 2, 1, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 2, 0, 0, 0]"
40,"[8, 3, 1, 0, 4, 43, 0, 0, 5, 0, 0, 0, 8, 1, 2, 0, 5, 0, 0, 0, 4, 68, 0, 0, 7, 0, 0, 0, 2, 0, 0, 0, 4, 64, 0, 0, 8, 1, 1, 0, 2, 0, 0, 0, 6, 5, 0, 0]"
41,"[1, 0, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 5, 0, 0, 0, 2, 0, 0, 0, 4, 43, 0, 0, 6, 4, 0, 0, 2, 1, 0, 0, 0, 7, 1, 0, 6, 11, 1, 0, 2, 1, 0, 0]"
42,"[7, 0, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 0, 13, 0, 0, 2, 1, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 2, 1, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0]"
43,"[6, 6, 1, 0, 4, 43, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 12, 0, 0, 4, 72, 0, 0, 2, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 0, 9, 0, 0, 6, 13, 1, 0]"
44,"[7, 0, 0, 0, 2, 0, 0, 0, 2, 1, 0, 0, 4, 32, 0, 0, 3, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 6, 12, 1, 0, 1, 0, 0, 0]"
45,"[2, 1, 0, 0, 8, 2, 2, 0, 3, 0, 0, 0, 5, 0, 0, 0, 4, 29, 0, 0, 4, 103, 0, 0, 3, 0, 0, 0, 8, 1, 1, 0, 6, 5, 1, 0, 8, 2, 2, 0, 7, 0, 0, 0, 4, 32, 0, 0]"
46,"[7, 0, 0, 0, 6, 8, 0, 0, 0, 6, 0, 0, 2, 1, 0, 0, 5, 0, 0, 0, 0, 5, 1, 0, 6, 8, 1, 0, 8, 2, 1, 0, 4, 24, 0, 0, 6, 9, 1, 0, 4, 31, 0, 0, 4, 78, 0, 0]"
47,"[5, 0, 0, 0, 8, 2, 1, 0, 8, 2, 2, 0, 5, 0, 0, 0, 2, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 4, 25, 0, 0, 0, 8, 1, 0, 6, 12, 1, 0, 7, 0, 0, 0]"
48,"[1, 0, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 6, 5, 0, 0, 0, 5, 1, 0, 5, 0, 0, 0, 8, 1, 2, 0, 0, 13, 0, 0, 8, 2, 1, 0, 1, 0, 0, 0, 0, 7, 1, 0, 0, 15, 1, 0]"
49,"[0, 10, 1, 0, 8, 3, 2, 0, 2, 0, 0, 0, 5, 0, 0, 0, 0, 8, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 6, 4, 0, 0, 5, 0, 0, 0, 8, 2, 2, 0, 2, 0, 0, 0, 3, 0, 0, 0]"
50,"[1, 0, 0, 0, 1, 0, 0, 0, 6, 6, 1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 10, 1, 0, 2, 1, 0, 0, 6, 15, 1, 0, 0, 8, 0, 0, 6, 15, 0, 0, 5, 0, 0, 0, 6, 10, 0, 0]"
51,"[6, 9, 0, 0, 3, 0, 0, 0, 2, 1, 0, 0, 8, 3, 2, 0, 6, 9, 0, 0, 4, 125, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 4, 79, 0, 0, 0, 4, 1, 0, 6, 13, 0, 0, 0, 8, 0, 0]"
52,"[0, 13, 1, 0, 8, 3, 1, 0, 5, 0, 0, 0, 3, 0, 0, 0, 0, 7, 0, 0, 2, 1, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 15, 1, 0, 3, 0, 0, 0, 6, 5, 1, 0, 8, 1, 1, 0]"
53,"[8, 3, 1, 0, 7, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 4, 75, 0, 0, 8, 1, 1, 0, 5, 0, 0, 0, 6, 11, 0, 0, 7, 0, 0, 0, 8, 2, 2, 0, 8, 3, 1, 0, 2, 1, 0, 0]"
54,"[2, 1, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 6, 5, 0, 0, 2, 1, 0, 0, 7, 0, 0, 0, 4, 92, 0, 0, 8, 2, 1, 0, 0, 7, 1, 0, 0, 9, 1, 0]"
55,"[0, 11, 1, 0, 1, 0, 0, 0, 2, 1, 0, 0, 0, 14, 0, 0, 4, 1, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 125, 0, 0, 8, 1, 1, 0, 4, 53, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0]"
56,"[3, 0, 0, 0, 2, 0, 0, 0, 8, 2, 1, 0, 6, 9, 1, 0, 3, 0, 0, 0, 5, 0, 0, 0, 0, 13, 0, 0, 2, 1, 0, 0, 0, 4, 0, 0, 8, 2, 2, 0, 7, 0, 0, 0, 1, 0, 0, 0]"
57,"[0, 15, 1, 0, 2, 0, 0, 0, 6, 6, 1, 0, 6, 5, 1, 0, 0, 4, 0, 0, 6, 7, 0, 0, 1, 0, 0, 0, 8, 2, 2, 0, 0, 6, 0, 0, 6, 8, 0, 0, 3, 0, 0, 0, 6, 8, 0, 0]"
58,"[3, 0, 0, 0, 4, 65, 0, 0, 6, 14, 1, 0, 8, 2, 2, 0, 5, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 3, 0, 0, 0, 4, 12, 0, 0, 7, 0, 0, 0, 6, 4, 1, 0, 3, 0, 0, 0]"
59,"[1, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 6, 4, 0, 0, 8, 1, 1, 0, 6, 5, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
60,"[6, 14, 0, 0, 1, 0, 0, 0, 8, 2, 2, 0, 1, 0, 0, 0, 3, 0, 0, 0, 2, 1, 0, 0, 0, 10, 1, 0, 0, 9, 0, 0, 8, 2, 1, 0, 4, 105, 0, 0, 4, 94, 0, 0, 0, 8, 0, 0]"
61,"[5, 0, 0, 0, 0, 13, 0, 0, 0, 9, 0, 0, 0, 11, 0, 0, 8, 3, 2, 0, 2, 0, 0, 0, 8, 3, 1, 0, 5, 0, 0, 0, 1, 0, 0, 0, 4, 53, 0, 0, 6, 9, 0, 0, 7, 0, 0, 0]"
62,"[4, 86, 0, 0, 6, 6, 0, 0, 8, 3, 1, 0, 2, 1, 0, 0, 6, 10, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 0, 7, 1, 0, 5, 0, 0, 0, 8, 2, 1, 0, 1, 0, 0, 0]"
63,"[5, 0, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 9, 1, 0, 0, 5, 0, 0, 7, 0, 0, 0, 2, 0, 0, 0, 5, 0, 0, 0, 4, 8, 0, 0, 2, 1, 0, 0, 1, 0, 0, 0]"
64,"[8, 3, 2, 0, 0, 9, 1, 0, 3, 0, 0, 0, 6, 14, 0, 0, 8, 1, 2, 0, 0, 15, 0, 0, 6, 6, 0, 0, 3, 0, 0, 0, 8, 2, 2, 0, 6, 13, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0]"
65,"[0, 6, 1, 0, 7, 0, 0, 0, 6, 11, 1, 0, 8, 2, 1, 0, 7, 0, 0, 0, 1, 0, 0, 0, 6, 7, 1, 0, 2, 1, 0, 0, 8, 1, 1, 0, 1, 0, 0, 0, 2, 1, 0, 0, 3, 0, 0, 0]"
66,"[4, 34, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 4, 67, 0, 0, 8, 1, 2, 0, 1, 0, 0, 0, 4, 107, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 8, 1, 2, 0, 3, 0, 0, 0]"
67,"[4, 91, 0, 0, 3, 0, 0, 0, 6, 10, 1, 0, 5, 0, 0, 0, 0, 8, 0, 0, 3, 0, 0, 0, 6, 10, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 2, 0, 0, 0, 2, 1, 0, 0]"
68,"[3, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 0, 7, 1, 0, 7, 0, 0, 0, 0, 4, 1, 0, 0, 4, 0, 0, 7, 0, 0, 0, 5, 0, 0, 0, 4, 29, 0, 0, 7, 0, 0, 0, 6, 9, 0, 0]"
69,"[6, 13, 1, 0, 6, 8, 1, 0, 4, 122, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 2, 1, 0, 0, 7, 0, 0, 0, 8, 3, 2, 0, 8, 3, 1, 0, 4, 48, 0, 0, 7, 0, 0, 0, 4, 86, 0, 0]"
70,"[2, 1, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 2, 1, 0, 0, 0, 14, 1, 0, 5, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 0, 5, 1, 0, 2, 1, 0, 0, 3, 0, 0, 0]"
71,"[0, 5, 0, 0, 8, 3, 1, 0, 4, 11, 0, 0, 4, 57, 0, 0, 2, 0, 0, 0, 5, 0, 0, 0, 4, 125, 0, 0, 3, 0, 0, 0, 8, 1, 1, 0, 3, 0, 0, 0, 5, 0, 0, 0, 6, 4, 0, 0]"
72,"[6, 10, 0, 0, 0, 6, 1, 0, 1, 0, 0, 0, 0, 10, 1, 0, 6, 15, 0, 0, 8, 1, 1, 0, 3, 0, 0, 0, 8, 1, 2, 0, 8, 1, 2, 0, 5, 0, 0, 0, 0, 14, 0, 0, 6, 7, 1, 0]"
73,"[5, 0, 0, 0, 1, 0, 0, 0, 0, 11, 0, 0, 2, 1, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 0, 4, 1, 0, 3, 0, 0, 0, 3, 0, 0, 0, 4, 4, 0, 0]"
74,"[4, 60, 0, 0, 0, 13, 0, 0, 3, 0, 0, 0, 2, 0, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 4, 77, 0, 0, 0, 12, 1, 0, 6, 6, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0]"
75,"[6, 9, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 6, 10, 0, 0, 8, 2, 2, 0, 4, 71, 0, 0, 6, 14, 1, 0, 2, 0, 0, 0, 4, 46, 0, 0, 7, 0, 0, 0]"
76,"[4, 106, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 4, 123, 0, 0, 3, 0, 0, 0, 6, 14, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 0, 4, 1, 0, 3, 0, 0, 0, 8, 3, 2, 0]"
77,"[1, 0, 0, 0, 8, 1, 2, 0, 7, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 5, 0, 0, 7, 0, 0, 0, 8, 1, 2, 0, 7, 0, 0, 0, 6, 11, 0, 0, 6, 7, 1, 0, 5, 0, 0, 0]"
78,"[2, 1, 0, 0, 2, 0, 0, 0, 7, 0, 0, 0, 6, 9, 1, 0, 7, 0, 0, 0, 0, 4, 0, 0, 7, 0, 0, 0, 8, 2, 2, 0, 5, 0, 0, 0, 2, 0, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0]"
79,"[4, 89, 0, 0, 2, 1, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 4, 49, 0, 0, 1, 0, 0, 0, 2, 1, 0, 0, 4, 8, 0, 0, 1, 0, 0, 0, 0, 15, 0, 0, 3, 0, 0, 0, 4, 14, 0, 0]"
80,"[3, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 8, 1, 1, 0, 3, 0, 0, 0, 8, 2, 1, 0, 5, 0, 0, 0, 4, 77, 0, 0, 5, 0, 0, 0, 4, 117, 0, 0, 0, 9, 0, 0, 8, 1, 1, 0]"
81,"[7, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 14, 0, 0, 8, 1, 2, 0, 7, 0, 0, 0, 7, 0, 0, 0, 8, 1, 2, 0, 5, 0, 0, 0]"
82,"[6, 11, 0, 0, 0, 10, 0, 0, 2, 0, 0, 0, 3, 0, 0, 0, 4, 29, 0, 0, 4, 101, 0, 0, 0, 8, 0, 0, 3, 0, 0, 0, 0, 14, 1, 0, 0, 15, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
83,"[3, 0, 0, 0, 4, 85, 0, 0, 8, 2, 1, 0, 3, 0, 0, 0, 8, 3, 1, 0, 6, 11, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 4, 117, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0]"
84,"[7, 0, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 2, 0, 0, 0, 5, 0, 0, 0, 8, 3, 1, 0, 2, 1, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 6, 15, 0, 0, 0, 10, 1, 0]"
85,"[4, 101, 0, 0, 6, 9, 0, 0, 4, 46, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 2, 1, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 6, 13, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 2, 1, 0, 0]"
86,"[3, 0, 0, 0, 4, 30, 0, 0, 7, 0, 0, 0, 6, 10, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 4, 90, 0, 0, 2, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0]"
87,"[3, 0, 0, 0, 5, 0, 0, 0, 8, 3, 1, 0, 8, 3, 1, 0, 7, 0, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 8, 3, 2, 0, 0, 10, 1, 0, 1, 0, 0, 0]"
88,"[7, 0, 0, 0, 4, 55, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 2, 0, 0, 0, 0, 4, 1, 0, 8, 1, 2, 0, 5, 0, 0, 0, 8, 3, 1, 0, 1, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0]"
89,"[2, 1, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 6, 15, 1, 0, 6, 5, 1, 0, 6, 10, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0]"
90,"[1, 0, 0, 0, 7, 0, 0, 0, 4, 42, 0, 0, 3, 0, 0, 0, 6, 7, 0, 0, 1, 0, 0, 0, 6, 4, 1, 0, 7, 0, 0, 0, 5, 0, 0, 0, 8, 3, 2, 0, 4, 12, 0, 0, 6, 10, 0, 0]"
91,"[6, 4, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 4, 0, 0, 2, 1, 0, 0, 4, 38, 0, 0, 8, 1, 2, 0, 2, 0, 0, 0, 5, 0, 0, 0, 0, 11, 1, 0, 4, 6, 0, 0, 2, 1, 0, 0]"
92,"[1, 0, 0, 0, 8, 3, 1, 0, 1, 0, 0, 0, 6, 12, 1, 0, 2, 0, 0, 0, 6, 11, 0, 0, 1, 0, 0, 0, 8, 1, 1, 0, 0, 15, 1, 0, 4, 1, 0, 0, 5, 0, 0, 0, 4, 107, 0, 0]"
93,"[4, 65, 0, 0, 0, 15, 1, 0, 0, 10, 1, 0, 0, 13, 1, 0, 2, 0, 0, 0, 3, 0, 0, 0, 0, 5, 1, 0, 2, 0, 0, 0, 3, 0, 0, 0, 8, 3, 1, 0, 6, 7, 0, 0, 2, 1, 0, 0]"
